cityTitle,storeTitle,title,activityTimeRange,cacheAmount,terminalEnabled,admin4Name_en,admin4Name_ua,admin4Pcode,admin3Name_en,admin3Name_ua,admin3Pcode,admin2Name_en,admin2Name_ua,admin2Pcode,admin1Name_en,admin1Name_ua,admin1Pcode
Миколаїв,"просп. Центральний, 98","Миколаїв, просп. Центральний, 98",з 08:00 до 21:30,6000,True,Mykolaiv,Миколаїв,UA4806015001,Mykolaivska,Миколаївська,UA4806015,Mykolaivskyi,Миколаївський,UA4806,Mykolaivska,Миколаївська,UA48
Миколаїв,"вул. Чкалова, 82","Миколаїв, вул. Чкалова, 82",з 08:00 до 22:00,6000,True,Mykolaiv,Миколаїв,UA4806015001,Mykolaivska,Миколаївська,UA4806015,Mykolaivskyi,Миколаївський,UA4806,Mykolaivska,Миколаївська,UA48
Обухів,"вул. Київська, 107","Обухів, вул. Київська, 107",з 07:30 до 22:00,6000,True,Obukhiv,Обухів,UA3212011001,Obukhivska,Обухівська,UA3212011,Obukhivskyi,Обухівський,UA3212,Kyivska,Київська,UA32
Остер,"вул. Хмельницького Богдана, 54","Остер, вул. Хмельницького Богдана, 54",з 07:30 до 22:00,6000,True,Oster,Остер,UA7410031001,Osterska,Остерська,UA7410031,Chernihivskyi,Чернігівський,UA7410,Chernihivska,Чернігівська,UA74
Полтава,"вул. Європейська, 185","Полтава, вул. Європейська, 185",з 08:00 до 21:00,6000,True,Poltava,Полтава,UA5308037001,Poltavska,Полтавська,UA5308037,Poltavskyi,Полтавський,UA5308,Poltavska,Полтавська,UA53
Полтава,"вул. Європейська, 60А","Полтава, вул. Європейська, 60А",з 08:00 до 22:00,6000,True,Poltava,Полтава,UA5308037001,Poltavska,Полтавська,UA5308037,Poltavskyi,Полтавський,UA5308,Poltavska,Полтавська,UA53
Полтава,"вул. Зіньківська, 6/1а","Полтава, вул. Зіньківська, 6/1а",з 08:00 до 22:00,6000,True,Poltava,Полтава,UA5308037001,Poltavska,Полтавська,UA5308037,Poltavskyi,Полтавський,UA5308,Poltavska,Полтавська,UA53
Полтава,"вул. Мазепи Івана, 45/4","Полтава, вул. Мазепи Івана, 45/4",з 08:00 до 22:00,6000,True,Poltava,Полтава,UA5308037001,Poltavska,Полтавська,UA5308037,Poltavskyi,Полтавський,UA5308,Poltavska,Полтавська,UA53
Полтава,"просп. Миру, 30а","Полтава, просп. Миру, 30а",з 08:00 до 22:00,6000,True,Poltava,Полтава,UA5308037001,Poltavska,Полтавська,UA5308037,Poltavskyi,Полтавський,UA5308,Poltavska,Полтавська,UA53
Прилуки,"вул. Київська, 138","Прилуки, вул. Київська, 138",з 07:30 до 22:00,6000,True,Pryluky,Прилуки,UA7408013001,Prylutska,Прилуцька,UA7408013,Prylutskyi,Прилуцький,UA7408,Chernihivska,Чернігівська,UA74
Радомишль,"вул. Велика Житомирська, 1/2","Радомишль, вул. Велика Житомирська, 1/2",з 08:00 до 22:00,6000,True,Radomyshl,Радомишль,UA1804045001,Radomyshlska,Радомишльська,UA1804045,Zhytomyrskyi,Житомирський,UA1804,Zhytomyrska,Житомирська,UA18
Рівне,"вул. Гагаріна, 16","Рівне, вул. Гагаріна, 16",з 08:00 до 22:00,6000,True,Rivne,Рівне,UA5606047001,Rivnenska,Рівненська,UA5606047,Rivnenskyi,Рівненський,UA5606,Rivnenska,Рівненська,UA56
Рівне,"вул. Київська, 69","Рівне, вул. Київська, 69",з 08:00 до 23:00,6000,True,Rivne,Рівне,UA5606047001,Rivnenska,Рівненська,UA5606047,Rivnenskyi,Рівненський,UA5606,Rivnenska,Рівненська,UA56
Рівне,"вул. Короленка, 1","Рівне, вул. Короленка, 1",з 08:00 до 23:00,6000,True,Rivne,Рівне,UA5606047001,Rivnenska,Рівненська,UA5606047,Rivnenskyi,Рівненський,UA5606,Rivnenska,Рівненська,UA56
Сміла,"вул. Незалежності, 67А","Сміла, вул. Незалежності, 67А",з 07:30 до 22:00,6000,True,Smila,Сміла,UA7108039001,Smilianska,Смілянська,UA7108039,Cherkaskyi,Черкаський,UA7108,Cherkaska,Черкаська,UA71
Софіївська Борщагівка,"вул. Київська, 36","Софіївська Борщагівка, вул. Київська, 36",з 06:00 до 23:00,6000,True,Sofiivska Borshchahivka,Софіївська Борщагівка,UA3208005002,Borshchahivska,Борщагівська,UA3208005,Buchanskyi,Бучанський,UA3208,Kyivska,Київська,UA32
Софіївська Борщагівка,"вул. Соборна, 140а","Софіївська Борщагівка, вул. Соборна, 140а",з 08:00 до 22:00,6000,True,Sofiivska Borshchahivka,Софіївська Борщагівка,UA3208005002,Borshchahivska,Борщагівська,UA3208005,Buchanskyi,Бучанський,UA3208,Kyivska,Київська,UA32
Хмельницький,"вул. Бандери Степана, 2а","Хмельницький, вул. Бандери Степана, 2а",з 08:00 до 22:00,6000,True,Khmelnytskyi,Хмельницький,UA6804047001,Khmelnytska,Хмельницька,UA6804047,Khmelnytskyi,Хмельницький,UA6804,Khmelnytska,Хмельницька,UA68
Хмельницький,"вул. Кам’янецька, 122","Хмельницький, вул. Кам’янецька, 122",з 08:00 до 22:00,6000,True,Khmelnytskyi,Хмельницький,UA6804047001,Khmelnytska,Хмельницька,UA6804047,Khmelnytskyi,Хмельницький,UA6804,Khmelnytska,Хмельницька,UA68
Хмельницький,"вул. Свободи, 73","Хмельницький, вул. Свободи, 73",з 08:00 до 23:00,6000,True,Khmelnytskyi,Хмельницький,UA6804047001,Khmelnytska,Хмельницька,UA6804047,Khmelnytskyi,Хмельницький,UA6804,Khmelnytska,Хмельницька,UA68
Хмельницький,"шосе Старокостянтинівське, 6","Хмельницький, шосе Старокостянтинівське, 6",з 08:00 до 22:00,6000,True,Khmelnytskyi,Хмельницький,UA6804047001,Khmelnytska,Хмельницька,UA6804047,Khmelnytskyi,Хмельницький,UA6804,Khmelnytska,Хмельницька,UA68
Хмельницький,"вул. Шевченка, 34","Хмельницький, вул. Шевченка, 34",з 08:00 до 22:00,6000,True,Khmelnytskyi,Хмельницький,UA6804047001,Khmelnytska,Хмельницька,UA6804047,Khmelnytskyi,Хмельницький,UA6804,Khmelnytska,Хмельницька,UA68
Черкаси,"бул. Шевченка, 207","Черкаси, бул. Шевченка, 207",з 07:30 до 21:00,6000,True,Cherkasy,Черкаси,UA7108049001,Cherkaska,Черкаська,UA7108049,Cherkaskyi,Черкаський,UA7108,Cherkaska,Черкаська,UA71
Черкаси,"бул. Шевченка, 208/1","Черкаси, бул. Шевченка, 208/1",з 07:30 до 21:00,6000,True,Cherkasy,Черкаси,UA7108049001,Cherkaska,Черкаська,UA7108049,Cherkaskyi,Черкаський,UA7108,Cherkaska,Черкаська,UA71
Чернівці,"вул. Героїв Майдану, 71","Чернівці, вул. Героїв Майдану, 71",з 08:00 до 23:00,6000,True,Chernivtsi,Чернівці,UA7306061001,Chernivetska,Чернівецька,UA7306061,Cnernivetskyi,Чернівецький,UA7306,Chernivetska,Чернівецька,UA73
Чернівці,"вул. Головна, 265а","Чернівці, вул. Головна, 265а",з 08:00 до 23:00,6000,True,Chernivtsi,Чернівці,UA7306061001,Chernivetska,Чернівецька,UA7306061,Cnernivetskyi,Чернівецький,UA7306,Chernivetska,Чернівецька,UA73
Щасливе,"шосе Харківське, 1В","Щасливе, шосе Харківське, 1В",з 07:30 до 21:00,6000,True,Shchaslyve,Щасливе,UA3204013001,Prystolychna,Пристолична,UA3204013,Boryspilskyi,Бориспільський,UA3204,Kyivska,Київська,UA32
Южне,"просп. Григор’ївського Десанту, 3","Южне, просп. Григор’ївського Десанту, 3",з 08:00 до 22:00,6000,True,Yuzhne,Южне,UA5110041001,Yuzhnenska,Южненська,UA5110041,Odeskyi,Одеський,UA5110,Odeska,Одеська,UA51
Бориспіль,"вул. Київський Шлях, 6","Бориспіль, вул. Київський Шлях, 6",з 07:30 до 22:30,6000,True,Boryspil,Бориспіль,UA3204001001,Boryspilska,Бориспільська,UA3204001,Boryspilskyi,Бориспільський,UA3204,Kyivska,Київська,UA32
Бориспіль,"вул. Київський Шлях, 67","Бориспіль, вул. Київський Шлях, 67",з 07:30 до 22:00,6000,True,Boryspil,Бориспіль,UA3204001001,Boryspilska,Бориспільська,UA3204001,Boryspilskyi,Бориспільський,UA3204,Kyivska,Київська,UA32
Бориспіль,"вул. Київський Шлях, 76","Бориспіль, вул. Київський Шлях, 76",з 06:00 до 23:00,6000,True,Boryspil,Бориспіль,UA3204001001,Boryspilska,Бориспільська,UA3204001,Boryspilskyi,Бориспільський,UA3204,Kyivska,Київська,UA32
Боярка,"кв. 103 Боярське Лісництво, 1","Боярка, кв. 103 Боярське Лісництво, 1",з 08:00 до 22:00,6000,True,Boiarka,Боярка,UA3214003001,Boiarska,Боярська,UA3214003,Fastivskyi,Фастівський,UA3214,Kyivska,Київська,UA32
Боярка,"вул. Магістральна, 40","Боярка, вул. Магістральна, 40",з 08:00 до 22:00,6000,True,Boiarka,Боярка,UA3214003001,Boiarska,Боярська,UA3214003,Fastivskyi,Фастівський,UA3214,Kyivska,Київська,UA32
Бровари,"вул. Київська, 156","Бровари, вул. Київська, 156",з 07:30 до 22:00,6000,True,Brovary,Бровари,UA3206005001,Brovarska,Броварська,UA3206005,Brovarskyi,Броварський,UA3206,Kyivska,Київська,UA32
Бровари,"вул. Київська, 241","Бровари, вул. Київська, 241",з 07:30 до 22:00,6000,True,Brovary,Бровари,UA3206005001,Brovarska,Броварська,UA3206005,Brovarskyi,Броварський,UA3206,Kyivska,Київська,UA32
Буча,"бул. Бірюкова Леоніда, 2","Буча, бул. Бірюкова Леоніда, 2",з 08:00 до 22:00,6000,True,Bucha,Буча,UA3208007001,Buchanska,Бучанська,UA3208007,Buchanskyi,Бучанський,UA3208,Kyivska,Київська,UA32
Васильків,"вул. Грушевського, 19","Васильків, вул. Грушевського, 19",з 08:00 до 22:00,6000,True,Vasylkiv,Васильків,UA3212003001,Vasylkivska,Васильківська,UA3212003,Obukhivskyi,Обухівський,UA3212,Kyivska,Київська,UA32
Васильків,"вул. Соборна, 64/1","Васильків, вул. Соборна, 64/1",з 08:00 до 22:00,6000,True,Vasylkiv,Васильків,UA3212003001,Vasylkivska,Васильківська,UA3212003,Obukhivskyi,Обухівський,UA3212,Kyivska,Київська,UA32
Вишгород,"вул. Набережна, 11","Вишгород, вул. Набережна, 11",з 08:00 до 22:00,6000,True,Vyshhorod,Вишгород,UA3210001001,Vyshhorodska,Вишгородська,UA3210001,Vyshhorodskyi,Вишгородський,UA3210,Kyivska,Київська,UA32
Вінниця,"вул. 600-річчя, 17-Е","Вінниця, вул. 600-річчя, 17-Е",з 09:00 до 21:30,6000,True,Vinnytsia,Вінниця,UA0502003001,Vinnytska,Вінницька,UA0502003,Vinnytskyi,Вінницький,UA0502,Vinnytska,Вінницька,UA05
Вінниця,"пл. Гагаріна, 2","Вінниця, пл. Гагаріна, 2",з 08:00 до 22:00,6000,True,Vinnytsia,Вінниця,UA0502003001,Vinnytska,Вінницька,UA0502003,Vinnytskyi,Вінницький,UA0502,Vinnytska,Вінницька,UA05
Вінниця,"вул. Зодчих, 2","Вінниця, вул. Зодчих, 2",з 07:30 до 22:30,6000,True,Vinnytsia,Вінниця,UA0502003001,Vinnytska,Вінницька,UA0502003,Vinnytskyi,Вінницький,UA0502,Vinnytska,Вінницька,UA05
Вінниця,"вул. Келецька, 105","Вінниця, вул. Келецька, 105",з 07:30 до 22:00,6000,True,Vinnytsia,Вінниця,UA0502003001,Vinnytska,Вінницька,UA0502003,Vinnytskyi,Вінницький,UA0502,Vinnytska,Вінницька,UA05
Вінниця,"вул. Келецька, 121","Вінниця, вул. Келецька, 121",з 08:00 до 22:00,6000,True,Vinnytsia,Вінниця,UA0502003001,Vinnytska,Вінницька,UA0502003,Vinnytskyi,Вінницький,UA0502,Vinnytska,Вінницька,UA05
Вінниця,"просп. Космонавтів, 49","Вінниця, просп. Космонавтів, 49",з 09:00 до 22:00,6000,True,Vinnytsia,Вінниця,UA0502003001,Vinnytska,Вінницька,UA0502003,Vinnytskyi,Вінницький,UA0502,Vinnytska,Вінницька,UA05
Вінниця,"вул. Оводова Миколи, 51","Вінниця, вул. Оводова Миколи, 51",з 07:30 до 22:00,6000,True,Vinnytsia,Вінниця,UA0502003001,Vinnytska,Вінницька,UA0502003,Vinnytskyi,Вінницький,UA0502,Vinnytska,Вінницька,UA05
Вінниця,"просп. Юності, 18","Вінниця, просп. Юності, 18",з 07:30 до 22:00,6000,True,Vinnytsia,Вінниця,UA0502003001,Vinnytska,Вінницька,UA0502003,Vinnytskyi,Вінницький,UA0502,Vinnytska,Вінницька,UA05
Віта-Поштова,"вул. Звенигородська, 200д","Віта-Поштова, вул. Звенигородська, 200д",з 08:00 до 22:00,6000,True,Vita-Poshtova,Віта-Поштова,UA3214005002,Hatnenska,Гатненська,UA3214005,Fastivskyi,Фастівський,UA3214,Kyivska,Київська,UA32
Дніпро,"пл. Вокзальна, 13","Дніпро, пл. Вокзальна, 13",з 07:00 до 22:00,6000,True,Dnipro,Дніпро,UA1202001001,Dniprovska,Дніпровська,UA1202001,Dniprovskyi,Дніпровський,UA1202,Dnipropetrovska,Дніпропетровська,UA12
Дніпро,"просп. Гагаріна, 3","Дніпро, просп. Гагаріна, 3",з 07:00 до 22:00,6000,True,Dnipro,Дніпро,UA1202001001,Dniprovska,Дніпровська,UA1202001,Dniprovskyi,Дніпровський,UA1202,Dnipropetrovska,Дніпропетровська,UA12
Дніпро,"вул. Європейська, 18a","Дніпро, вул. Європейська, 18a",з 07:30 до 22:00,6000,True,Dnipro,Дніпро,UA1202001001,Dniprovska,Дніпровська,UA1202001,Dniprovskyi,Дніпровський,UA1202,Dnipropetrovska,Дніпропетровська,UA12
Дніпро,"бул. Катеринославський, 1","Дніпро, бул. Катеринославський, 1",з 07:30 до 22:00,6000,True,Dnipro,Дніпро,UA1202001001,Dniprovska,Дніпровська,UA1202001,Dniprovskyi,Дніпровський,UA1202,Dnipropetrovska,Дніпропетровська,UA12
Дніпро,"вул. Кондратюка Юрія, 4","Дніпро, вул. Кондратюка Юрія, 4",з 07:00 до 22:00,6000,True,Dnipro,Дніпро,UA1202001001,Dniprovska,Дніпровська,UA1202001,Dniprovskyi,Дніпровський,UA1202,Dnipropetrovska,Дніпропетровська,UA12
Дніпро,"пров. Крушельницької, 6а","Дніпро, пров. Крушельницької, 6а",з 07:00 до 22:00,6000,True,Dnipro,Дніпро,UA1202001001,Dniprovska,Дніпровська,UA1202001,Dniprovskyi,Дніпровський,UA1202,Dnipropetrovska,Дніпропетровська,UA12
Дніпро,"вул. Новокримська, 3а","Дніпро, вул. Новокримська, 3а",з 07:00 до 22:00,6000,True,Dnipro,Дніпро,UA1202001001,Dniprovska,Дніпровська,UA1202001,Dniprovskyi,Дніпровський,UA1202,Dnipropetrovska,Дніпропетровська,UA12
Дніпро,"вул. Пастера, 6А","Дніпро, вул. Пастера, 6А",з 08:00 до 22:00,6000,True,Dnipro,Дніпро,UA1202001001,Dniprovska,Дніпровська,UA1202001,Dniprovskyi,Дніпровський,UA1202,Dnipropetrovska,Дніпропетровська,UA12
Дніпро,"бул. Слави, 5","Дніпро, бул. Слави, 5",з 07:00 до 22:30,6000,True,Dnipro,Дніпро,UA1202001001,Dniprovska,Дніпровська,UA1202001,Dniprovskyi,Дніпровський,UA1202,Dnipropetrovska,Дніпропетровська,UA12
Дніпро,"просп. Слобожанський, 31д","Дніпро, просп. Слобожанський, 31д",з 08:00 до 21:00,6000,True,Dnipro,Дніпро,UA1202001001,Dniprovska,Дніпровська,UA1202001,Dniprovskyi,Дніпровський,UA1202,Dnipropetrovska,Дніпропетровська,UA12
Дніпро,"просп. Слобожанський, 76/78","Дніпро, просп. Слобожанський, 76/78",з 08:00 до 22:00,6000,True,Dnipro,Дніпро,UA1202001001,Dniprovska,Дніпровська,UA1202001,Dniprovskyi,Дніпровський,UA1202,Dnipropetrovska,Дніпропетровська,UA12
Дніпро,"вул. Титова, 36","Дніпро, вул. Титова, 36",з 08:00 до 22:00,6000,True,Dnipro,Дніпро,UA1202001001,Dniprovska,Дніпровська,UA1202001,Dniprovskyi,Дніпровський,UA1202,Dnipropetrovska,Дніпропетровська,UA12
Дніпро,"вул. Тополина, 1","Дніпро, вул. Тополина, 1",з 07:00 до 22:00,6000,True,Dnipro,Дніпро,UA1202001001,Dniprovska,Дніпровська,UA1202001,Dniprovskyi,Дніпровський,UA1202,Dnipropetrovska,Дніпропетровська,UA12
Дніпро,"вул. Фабра Андрія, 7","Дніпро, вул. Фабра Андрія, 7",з 07:30 до 22:00,6000,True,Dnipro,Дніпро,UA1202001001,Dniprovska,Дніпровська,UA1202001,Dniprovskyi,Дніпровський,UA1202,Dnipropetrovska,Дніпропетровська,UA12
Дрогобич,"вул. Володимира Великого, 7","Дрогобич, вул. Володимира Великого, 7",з 08:00 до 22:00,6000,True,Drohobych,Дрогобич,UA4602003001,Drohobytska,Дрогобицька,UA4602003,Drohobytskyi,Дрогобицький,UA4602,Lvivska,Львівська,UA46
Житомир,"вул. Грушевського Михайла, 5","Житомир, вул. Грушевського Михайла, 5",з 08:00 до 22:00,6000,True,Zhytomyr,Житомир,UA1804019001,Zhytomyrska,Житомирська,UA1804019,Zhytomyrskyi,Житомирський,UA1804,Zhytomyrska,Житомирська,UA18
Житомир,"майд. Житній Ринок, 1","Житомир, майд. Житній Ринок, 1",з 08:00 до 22:00,6000,True,Zhytomyr,Житомир,UA1804019001,Zhytomyrska,Житомирська,UA1804019,Zhytomyrskyi,Житомирський,UA1804,Zhytomyrska,Житомирська,UA18
Івано-Франківськ,"вул. Дністровська, 3","Івано-Франківськ, вул. Дністровська, 3",з 08:00 до 22:00,6000,True,Ivano-Frankivsk,Івано-Франківськ,UA2604019001,Ivano-Frankivska,Івано-Франківська,UA2604019,Ivano-Frankivskyi,Івано-Франківський,UA2604,Ivano-Frankivska,Івано-Франківська,UA26
Івано-Франківськ,"вул. Мазепи, 168а","Івано-Франківськ, вул. Мазепи, 168а",з 08:00 до 22:00,6000,True,Ivano-Frankivsk,Івано-Франківськ,UA2604019001,Ivano-Frankivska,Івано-Франківська,UA2604019,Ivano-Frankivskyi,Івано-Франківський,UA2604,Ivano-Frankivska,Івано-Франківська,UA26
Івано-Франківськ,"бул. Північний ім. Пушкіна, 2а","Івано-Франківськ, бул. Північний ім. Пушкіна, 2а",з 08:00 до 22:00,6000,True,Ivano-Frankivsk,Івано-Франківськ,UA2604019001,Ivano-Frankivska,Івано-Франківська,UA2604019,Ivano-Frankivskyi,Івано-Франківський,UA2604,Ivano-Frankivska,Івано-Франківська,UA26
Ірпінь,"вул. Чехова, 27","Ірпінь, вул. Чехова, 27",з 08:00 до 22:00,6000,True,Irpin,Ірпінь,UA3208015001,Irpinska,Ірпінська,UA3208015,Buchanskyi,Бучанський,UA3208,Kyivska,Київська,UA32
Калуш,"майд. Шептицького, 7","Калуш, майд. Шептицького, 7",з 08:00 до 22:00,6000,True,Kalush,Калуш,UA2606017001,Kaluska,Калуська,UA2606017,Kaluskyi,Калуський,UA2606,Ivano-Frankivska,Івано-Франківська,UA26
Кам'янець-Подільський,"вул. Гагаріна, 42/1","Кам’янець-Подільський, вул. Гагаріна, 42/1",з 08:00 до 22:00,6000,True,Kamianets-Podilskyi,Кам'янець-Подільський,UA6802011001,Kamianets-Podilska,Кам'янець-Подільська,UA6802011,Kamianets-Podilskyi,Кам'янець-Подільський,UA6802,Khmelnytska,Хмельницька,UA68
Кам'янець-Подільський,"шосе Нігинське, 41/1","Кам’янець-Подільський, шосе Нігинське, 41/1",з 08:00 до 22:00,6000,True,Kamianets-Podilskyi,Кам'янець-Подільський,UA6802011001,Kamianets-Podilska,Кам'янець-Подільська,UA6802011,Kamianets-Podilskyi,Кам'янець-Подільський,UA6802,Khmelnytska,Хмельницька,UA68
Кам'янець-Подільський,"вул. Українки Лесі, 30","Кам’янець-Подільський, вул. Українки Лесі, 30",з 08:00 до 22:00,6000,True,Kamianets-Podilskyi,Кам'янець-Подільський,UA6802011001,Kamianets-Podilska,Кам'янець-Подільська,UA6802011,Kamianets-Podilskyi,Кам'янець-Подільський,UA6802,Khmelnytska,Хмельницька,UA68
Кам'янське,"просп. Шевченка, 9","Кам’янське, просп. Шевченка, 9",з 07:00 до 21:30,6000,True,Kamianske,Кам'янське,UA0110047002,Semysotska,Семисотська,UA0110047,Kerchynskyi,Керченський,UA0110,Avtonomna Respublika Krym,Автономна Республіка Крим,UA01
Канів,"вул. Енергетиків, 12А","Канів, вул. Енергетиків, 12А",з 07:30 до 22:00,6000,True,Kaniv,Канів,UA7108015001,Kanivska,Канівська,UA7108015,Cherkaskyi,Черкаський,UA7108,Cherkaska,Черкаська,UA71
Київ,"вул. Антоновича, 165","Київ, вул. Антоновича, 165",з 07:30 до 22:00,6000,True,Kyiv,Київ,UA4804023008,Prybuzka,Прибузька,UA4804023,Voznesenskyi,Вознесенський,UA4804,Mykolaivska,Миколаївська,UA48
Київ,"вул. Березнева, 12а","Київ, вул. Березнева, 12а",з 07:30 до 22:00,6000,True,Kyiv,Київ,UA4804023008,Prybuzka,Прибузька,UA4804023,Voznesenskyi,Вознесенський,UA4804,Mykolaivska,Миколаївська,UA48
Київ,"вул. Берковецька, 6д","Київ, вул. Берковецька, 6д",з 09:00 до 22:00,6000,True,Kyiv,Київ,UA4804023008,Prybuzka,Прибузька,UA4804023,Voznesenskyi,Вознесенський,UA4804,Mykolaivska,Миколаївська,UA48
Київ,"вул. Булгакова, 11а","Київ, вул. Булгакова, 11а",з 08:00 до 22:00,6000,True,Kyiv,Київ,UA4804023008,Prybuzka,Прибузька,UA4804023,Voznesenskyi,Вознесенський,UA4804,Mykolaivska,Миколаївська,UA48
Київ,"вул. Вишгородська, 21","Київ, вул. Вишгородська, 21",з 07:30 до 22:00,6000,True,Kyiv,Київ,UA4804023008,Prybuzka,Прибузька,UA4804023,Voznesenskyi,Вознесенський,UA4804,Mykolaivska,Миколаївська,UA48
Київ,"просп. Володимира Івасюка, 12п","Київ, просп. Володимира Івасюка, 12п",з 08:00 до 22:00,6000,True,Kyiv,Київ,UA4804023008,Prybuzka,Прибузька,UA4804023,Voznesenskyi,Вознесенський,UA4804,Mykolaivska,Миколаївська,UA48
Київ,"просп. Володимира Івасюка, 27Б","Київ, просп. Володимира Івасюка, 27Б",з 07:30 до 22:00,6000,True,Kyiv,Київ,UA4804023008,Prybuzka,Прибузька,UA4804023,Voznesenskyi,Вознесенський,UA4804,Mykolaivska,Миколаївська,UA48
Київ,"просп. Володимира Івасюка, 46","Київ, просп. Володимира Івасюка, 46",з 05:00 до 23:00,6000,True,Kyiv,Київ,UA4804023008,Prybuzka,Прибузька,UA4804023,Voznesenskyi,Вознесенський,UA4804,Mykolaivska,Миколаївська,UA48
Київ,"просп. Володимира Івасюка, 8а","Київ, просп. Володимира Івасюка, 8а",з 08:00 до 22:00,6000,True,Kyiv,Київ,UA4804023008,Prybuzka,Прибузька,UA4804023,Voznesenskyi,Вознесенський,UA4804,Mykolaivska,Миколаївська,UA48
Київ,"вул. Дорогожицька, 2","Київ, вул. Дорогожицька, 2",з 08:00 до 22:00,6000,True,Kyiv,Київ,UA4804023008,Prybuzka,Прибузька,UA4804023,Voznesenskyi,Вознесенський,UA4804,Mykolaivska,Миколаївська,UA48
Київ,"вул. Западинська, 15","Київ, вул. Западинська, 15",з 07:30 до 22:00,6000,True,Kyiv,Київ,UA4804023008,Prybuzka,Прибузька,UA4804023,Voznesenskyi,Вознесенський,UA4804,Mykolaivska,Миколаївська,UA48
Київ,"вул. Коновальця Євгена, 26а","Київ, вул. Коновальця Євгена, 26а",з 07:30 до 22:00,6000,True,Kyiv,Київ,UA4804023008,Prybuzka,Прибузька,UA4804023,Voznesenskyi,Вознесенський,UA4804,Mykolaivska,Миколаївська,UA48
Київ,"вул. Магнітогорська, 1а","Київ, вул. Магнітогорська, 1а",з 09:00 до 20:00,6000,True,Kyiv,Київ,UA4804023008,Prybuzka,Прибузька,UA4804023,Voznesenskyi,Вознесенський,UA4804,Mykolaivska,Миколаївська,UA48
Київ,"вул. Малиновського, 34","Київ, вул. Малиновського, 34",з 08:00 до 22:00,6000,True,Kyiv,Київ,UA4804023008,Prybuzka,Прибузька,UA4804023,Voznesenskyi,Вознесенський,UA4804,Mykolaivska,Миколаївська,UA48
Київ,"просп. Маяковського, 43/2","Київ, просп. Маяковського, 43/2",з 07:30 до 22:00,6000,True,Kyiv,Київ,UA4804023008,Prybuzka,Прибузька,UA4804023,Voznesenskyi,Вознесенський,UA4804,Mykolaivska,Миколаївська,UA48
Київ,"вул. Милославська, 10а","Київ, вул. Милославська, 10а",з 07:00 до 22:00,6000,True,Kyiv,Київ,UA4804023008,Prybuzka,Прибузька,UA4804023,Voznesenskyi,Вознесенський,UA4804,Mykolaivska,Миколаївська,UA48
Київ,"просп. Мінський, 4а","Київ, просп. Мінський, 4а",з 08:00 до 22:00,6000,True,Kyiv,Київ,UA4804023008,Prybuzka,Прибузька,UA4804023,Voznesenskyi,Вознесенський,UA4804,Mykolaivska,Миколаївська,UA48
Київ,"просп. Оболонський, 1Б","Київ, просп. Оболонський, 1Б",з 08:00 до 22:00,6000,True,Kyiv,Київ,UA4804023008,Prybuzka,Прибузька,UA4804023,Voznesenskyi,Вознесенський,UA4804,Mykolaivska,Миколаївська,UA48
Київ,"просп. Оболонський, 36б","Київ, просп. Оболонський, 36б",з 08:00 до 22:00,6000,True,Kyiv,Київ,UA4804023008,Prybuzka,Прибузька,UA4804023,Voznesenskyi,Вознесенський,UA4804,Mykolaivska,Миколаївська,UA48
Київ,"вул. Оленівська, 3","Київ, вул. Оленівська, 3",з 08:00 до 22:00,6000,True,Kyiv,Київ,UA4804023008,Prybuzka,Прибузька,UA4804023,Voznesenskyi,Вознесенський,UA4804,Mykolaivska,Миколаївська,UA48
Київ,"вул. Райдужна, 8","Київ, вул. Райдужна, 8",з 07:30 до 22:00,6000,True,Kyiv,Київ,UA4804023008,Prybuzka,Прибузька,UA4804023,Voznesenskyi,Вознесенський,UA4804,Mykolaivska,Миколаївська,UA48
